Product,Brand,Category,Style,Volume(ml),Package,ABV,"Units of Alchole",Units_per(ml)
"Cornish Orchards Heritage Cider","Cornish Orchards",Cider,NULL,500,bottle,5,2.5,0.5
"Cornish Orchards Keeper's Meadow","Cornish Orchards",Cider,NULL,500,bottle,4,2,0.4
"Cornish Orchards Vintage Cider","Cornish Orchards",Cider,NULL,500,bottle,7.2,3.6,0.72
"Corona Extra",Corona,Beer,Lager,330,bottle,4.5,1.5,0.45
"Corona Extra",Corona,Beer,Lager,355,"aluminium bottle",4.5,1.6,0.45
"Courage Best Bitter",Courage,Beer,Bitter,568,draught,4,2.3,0.4
"Courage Light Ale",Courage,Beer,"Light Ale",275,bottle,3.2,0.9,0.32
"Crazy Mountain Amber Ale","Crazy Mountain",Beer,"Amber Ale",355,bottle,5.3,1.9,0.53
"Crazy Mountain Amber Ale","Crazy Mountain",Beer,"Amber Ale",355,can,5.3,1.9,0.53
"Crazy Mountain Creedence Pilsner","Crazy Mountain",Beer,Lager,568,draught,4.9,2.8,0.49
"Crazy Mountain Creedence Pilsner","Crazy Mountain",Beer,Lager,355,bottle,4.9,1.7,0.49
"Crazy Mountain Creedence Pilsner","Crazy Mountain",Beer,Lager,355,can,4.8,1.7,0.48
"Crazy Mountain Hookiebobb IPA","Crazy Mountain",Beer,IPA,568,draught,6.7,3.8,0.67
"Crazy Mountain Hookiebobb IPA","Crazy Mountain",Beer,IPA,355,bottle,6.7,2.4,0.67
"Crazy Mountain Hookiebobb IPA","Crazy Mountain",Beer,IPA,355,can,6.7,2.4,0.67
"Crazy Mountain Mountain Livin' Pale Ale","Crazy Mountain",Beer,"Pale Ale",568,draught,5.2,3,0.52
"Crazy Mountain Mountain Livin' Pale Ale","Crazy Mountain",Beer,"Pale Ale",355,bottle,5.2,1.8,0.52
"Crazy Mountain Mountain Livin' Pale Ale","Crazy Mountain",Beer,"Pale Ale",355,can,5.7,2,0.57
"Cubanisto Rum Beer",Cubanisto,Beer,Lager,330,bottle,5.9,1.9,0.59
"Curious Apple",Curious,Cider,NULL,330,bottle,5.2,1.7,0.52
"Curious Apple",Curious,Cider,NULL,330,can,5.2,1.7,0.52
"Curious Brew Lager",Curious,Beer,Lager,568,draught,4.7,2.7,0.47
"Curious Brew Lager",Curious,Beer,Lager,330,bottle,4.7,1.6,0.47
"Curious Brew Lager",Curious,Beer,Lager,330,can,4.7,1.6,0.47
"Curious IPA",Curious,Beer,IPA,330,bottle,5.6,1.8,0.56
"Curious Porter",Curious,Beer,Porter,330,bottle,5,1.7,0.5
"Curious Session IPA",Curious,Beer,IPA,568,draught,4.6,2.6,0.46
"Curious Session IPA",Curious,Beer,IPA,330,can,4.4,1.5,0.44
"Curious Session IPA","Curious Brewery",Beer,IPA,330,bottle,4.4,1.5,0.44
"Dark Star Hophead","Dark Star",Beer,Beer,568,draught,3.8,2.2,0.38
"Daura Damm",Damm,Beer,Lager,330,bottle,5.4,1.8,0.54
"Daura Damm",Damm,Beer,Lager,330,can,5.4,1.8,0.54
"Daura Marzen",Damm,Beer,NULL,330,bottle,7.2,2.4,0.72
"Day of the Dead Amber Ale","Day of the Dead",Beer,"Amber Ale",330,bottle,6.1,2,0.61
"Day of the Dead Heffe","Day of the Dead",Beer,"Wheat Beer",330,bottle,5.4,1.8,0.54
"Day of the Dead IPA","Day of the Dead",Beer,IPA,330,bottle,6.8,2.2,0.68
"Deeside Craft Lager",Deeside,Beer,Lager,568,draught,4.1,2.3,0.41
"Deeside LAF",Deeside,Beer,Lager,500,bottle,4.1,2.1,0.41
Desperados,Desperados,Beer,Lager,330,bottle,5.9,1.9,0.59
Desperados,Desperados,Beer,Lager,330,can,5.9,1.9,0.59
"Desperados DOS",Desperados,Beer,Lager,250,bottle,7,1.8,0.7
"Desperados Red",Desperados,Beer,Lager,330,bottle,5.9,1.9,0.59
"Deuchars IPA",Caledonia,Beer,IPA,500,bottle,4.4,2.2,0.44
"Deuchars IPA","Caledonian Brewery",Beer,Beer,568,draught,3.8,2.2,0.38
Devassa,Devassa,Beer,Lager,355,bottle,4.5,1.6,0.45
"Doom Bar",Sharp's,Beer,"Amber Ale",568,draught,4,2.3,0.4
"Doom Bar",Sharp's,Beer,"Amber Ale",500,bottle,4.3,2.2,0.43
"Dry Blackthorn",Blackthorn,Cider,NULL,568,draught,5,2.8,0.5
"Drygate Ax Man Rye IPA",Drygate,Beer,IPA,500,bottle,5,2.5,0.5
"Drygate Bearface Lager",Drygate,Beer,Lager,568,draught,4.4,2.5,0.44
"Drygate Bearface Lager",Drygate,Beer,Lager,500,bottle,4.4,2.2,0.44
"Drygate Chimera India Pale Lager",Drygate,Beer,IPA,330,can,5.9,1.9,0.59
"Drygate Crossing The Rubicon India Pale Ale",Drygate,Beer,IPA,330,can,6.9,2.3,0.69
"Drygate Disco Forklift Truck Mango Pale Ale",Drygate,Beer,"Pale Ale",330,can,5.1,1.7,0.51
"Drygate Gladeye IPA",Drygate,Beer,IPA,500,bottle,5.5,2.8,0.55
"Drygate Orinoco Mocha Milk Stout",Drygate,Beer,Stout,330,can,6,2,0.6
"Drygate Outaspace Apple Ale",Drygate,Beer,Ale,500,bottle,4.7,2.4,0.47
"Duvel Belgian Ale",Duvel,Beer,"Golden Ale",568,draught,6.8,3.9,0.68
"Duvel Belgian Ale",Duvel,Beer,"Golden Ale",330,bottle,8.5,2.8,0.85
"Duvel Tripel Hop",Duvel,Beer,Lager,330,bottle,9.5,3.1,0.95
"Edison British Pilsner","Electric Bear",Beer,Lager,568,draught,4.8,2.7,0.48
"Einstok Pale Ale",Einstok,Beer,"Pale Ale",330,bottle,5.6,1.8,0.56
"Einstok White Ale",Einstok,Beer,"Wheat Beer",330,bottle,5.2,1.7,0.52
"Epic Brew",Wadworth,Beer,"Blonde Ale",568,draught,4.5,2.6,0.45
"Erdinger Alkoholfrei",Erdinger,Beer,"Wheat Beer",500,bottle,0,0,0
"Erdinger Urweisse",Erdinger,Beer,"Wheat Beer",568,draught,4.9,2.8,0.49
"Erdinger Weissbier",Erdinger,Beer,"Wheat Beer",568,draught,5.3,3,0.53
"Erdinger Weissbier",Erdinger,Beer,"Wheat Beer",500,bottle,5.3,2.7,0.53
"Estrella Damm",Damm,Beer,Lager,568,draught,4.6,2.6,0.46
"Estrella Damm",Damm,Beer,Lager,330,bottle,4.6,1.5,0.46
"Estrella Damm",Damm,Beer,Lager,330,can,4.6,1.5,0.46
"Estrella Damm",Damm,Beer,Lager,660,bottle,4.6,3,0.46
"Estrella Galicia","Estrella Galicia",Beer,Lager,568,draught,4.7,2.7,0.47
"Estrella Galicia","Estrella Galicia",Beer,Lager,330,bottle,4.7,1.6,0.47
"Estrella Galicia Alcohol Free","Estrella Galicia",Beer,Lager,250,bottle,0,0,0
"Estrella Galicia Cans","Estrella Galicia",Beer,Lager,330,can,4.7,1.6,0.47
"Estrella Galicia Gluten Free","Estrella Galicia",Beer,Lager,330,bottle,5.5,1.8,0.55
"Family Reserve English Sparkling Apple Wine",Thatchers,Cider,"Apple Wine",750,bottle,11.2,8.4,1.12
"Festival Ale","Greene King",Beer,Ale,568,draught,4.1,2.3,0.41
Festivity,"Bath Ales",Beer,Porter,568,draught,5,2.8,0.5
Fireside,"Greene King",Beer,"Winter Ale",568,draught,4.5,2.6,0.45
"Fizzecco Sparkling Perry",Fizzecco,Cider,Perry,750,bottle,5.5,4.1,0.55
"Flowers Best Bitter",Flowers,Beer,Bitter,568,draught,3.3,1.9,0.33
"Flying Dog Doggie Style Pale Ale","Flying Dog",Beer,"Pale Ale",355,bottle,5.5,2,0.55
"Flying Dog Easy IPA","Flying Dog",Beer,IPA,568,draught,4.7,2.7,0.47
"Flying Dog Easy IPA","Flying Dog",Beer,IPA,355,can,4.7,1.7,0.47
"Flying Dog Snake Dog IPA","Flying Dog",Beer,IPA,355,bottle,7.1,2.5,0.71
"Flying Dog Snake Dog IPA","Flying Dog",Beer,IPA,355,can,7.1,2.5,0.71
"Flying Scotsman",Caledonian,Beer,Bitter,568,draught,4,2.3,0.4
"Foster's Gold",Foster's,Beer,Lager,300,bottle,4.3,1.3,0.43
"Foster's Lager",Foster's,Beer,Lager,568,draught,4,2.3,0.4
"Foster's Lager",Foster's,Beer,Lager,275,bottle,4,1.1,0.4
"Founders All Day IPA",Founders,Beer,IPA,568,draught,4.7,2.7,0.47
"Founders All Day IPA",Founders,Beer,IPA,355,bottle,4.7,1.7,0.47
"Fourpure American Pale Ale",Fourpure,Beer,"Pale Ale",330,can,5,1.7,0.5
"Fourpure Easy Peeler",Fourpure,Beer,IPA,568,draught,4,2.3,0.4
"Fourpure Easy Peeler",Fourpure,Beer,IPA,330,can,4,1.3,0.4
"Fourpure Juicebox",Fourpure,Beer,IPA,330,can,5.9,1.9,0.59
"Fourpure Oatmeal Stout",Fourpure,Beer,Stout,330,can,5.1,1.7,0.51
"Fourpure Pils",Fourpure,Beer,Lager,330,can,4.7,1.6,0.47
"Fourpure Pils Lager",Fourpure,Beer,Lager,568,draught,4.2,2.4,0.42
"Fourpure Session IPA",Fourpure,Beer,IPA,568,draught,4.2,2.4,0.42
"Fourpure Session IPA",Fourpure,Beer,IPA,330,can,4.2,1.4,0.42
"Fourpure Shape Shifter",Fourpure,Beer,IPA,330,can,5.9,1.9,0.59
"Franciscan Well Chieftain IPA","Franciscan Well",Beer,IPA,568,draught,5.5,3.1,0.55
"Franciscan Well Friar Weisse","Franciscan Well",Beer,"Wheat Beer",568,draught,4.7,2.7,0.47
"Franciscan Well Rebel Red","Franciscan Well",Beer,"Red Ale",568,draught,4.3,2.4,0.43
"Franciscan Well Shandon Stout","Franciscan Well",Beer,Stout,568,draught,4.3,2.4,0.43
"Franziskaner Heffe Weissbier",Franziskaner,Beer,"Wheat Beer",568,draught,5,2.8,0.5
"Free Damm",Damm,Beer,Lager,330,can,0,0,0
"Freedom Amber","Freedom Brewery",Beer,"Rye Beer",568,draught,4.7,2.7,0.47
"Freedom Four Lager","Freedom Brewery",Beer,Lager,568,draught,4,2.3,0.4
"Freedom Four Lager","Freedom Brewery",Beer,Lager,330,bottle,4,1.3,0.4
"Freedom Organic Helles Lager","Freedom Brewery",Beer,Lager,568,draught,4.8,2.7,0.48
"Freedom Organic Helles Lager","Freedom Brewery",Beer,Lager,330,bottle,4.8,1.6,0.48
"Freedom Pale Ale","Freedom Brewery",Beer,"Pale Ale",568,draught,4.2,2.4,0.42
"Freedom Pale Ale","Freedom Brewery",Beer,"Pale Ale",330,bottle,4.2,1.4,0.42
"Freedom Pils","Freedom Brewery",Beer,Lager,568,draught,4.4,2.5,0.44
"Freedom Pils","Freedom Brewery",Beer,Lager,330,bottle,4.4,1.5,0.44
"Friels First Press Vintage Cider",Friels,Cider,NULL,568,draught,7.4,4.2,0.74
"Friels Hop Infused Vintage Cider",Friels,Cider,NULL,330,can,4,1.3,0.4
"Friels Vintage First Press Cider",Friels,Cider,NULL,330,can,7.4,2.4,0.74
"Frontier Craft Lager",Fuller's,Beer,Lager,330,bottle,4.5,1.5,0.45
"Frontier Craft Lager",Fuller's,Beer,Lager,330,can,4.5,1.5,0.45
"Fruli Strawberry Beer",Fruli,Beer,"Fruit Beer",568,draught,4.1,2.3,0.41
"Fruli Strawberry Beer",Fruli,Beer,"Fruit Beer",330,bottle,4.1,1.4,0.41
"Fuller's Frontier",Fuller's,Beer,Lager,568,draught,4.5,2.6,0.45
"Fuller's Organic Honey Dew",Fuller's,Beer,"Blonde Ale",500,bottle,5,2.5,0.5
"Furstenberg Premium",Furstenberg,Beer,Lager,500,bottle,5.3,2.7,0.53
"Fyne Ales Jarl","Fyne Ales",Beer,"Blonde Ale",568,draught,3.8,2.2,0.38
"Fyne Ales Sandra Blonde","Fyne Ales",Beer,IPA,568,draught,5.5,3.1,0.55
"Gaymers Original Apple Cider",Gaymers,Cider,NULL,568,draught,4.5,2.6,0.45
"Gold Label",Whitbread,Beer,"Barley Wine",330,bottle,7.5,2.5,0.75
"Golden Sheep","Black Sheep",Beer,"Blonde Ale",568,draught,3.9,2.2,0.39
"Goose Island 312","Goose Island",Beer,"Wheat Beer",568,draught,4.2,2.4,0.42
"Goose Island 312","Goose Island",Beer,"Wheat Beer",355,bottle,4.2,1.5,0.42
"Goose Island 312","Goose Island",Beer,"Wheat Beer",355,can,4.2,1.5,0.42
"Goose Island Four Star Pils","Goose Island",Beer,Lager,568,draught,5.1,2.9,0.51
"Goose Island Green Line Pale Ale","Goose Island",Beer,"Pale Ale",568,draught,5.4,3.1,0.54
"Goose Island Honkers Ale","Goose Island",Beer,Ale,568,draught,4.3,2.4,0.43
"Goose Island Honkers Ale","Goose Island",Beer,Ale,355,bottle,4.3,1.5,0.43
"Goose Island IPA","Goose Island",Beer,IPA,568,draught,5.9,3.4,0.59
"Goose Island IPA","Goose Island",Beer,IPA,355,bottle,5.9,2.1,0.59
"Goose Island IPA","Goose Island",Beer,IPA,355,can,5.9,2.1,0.59
"Goose Island Midway IPA","Goose Island",Beer,IPA,568,draught,4.1,2.3,0.41
"Goose Island Midway Session IPA","Goose Island",Beer,IPA,330,can,4.1,1.4,0.41
Goram,Butcombe,Beer,IPA,500,bottle,5,2.5,0.5
"Grapefruit IPA",TailGate,Beer,IPA,355,can,6.2,2.2,0.62
"Greene King IPA","Greene King",Beer,IPA,568,draught,3.6,2,0.36
"Greene King Light Ale","Greene King",Beer,"Light Ale",275,bottle,3,0.8,0.3
"Greene King One Stop Hop","Greene King",Beer,"Pale Ale",568,draught,4.3,2.4,0.43
"Greene King Rocking Rudolph","Greene King",Beer,"Winter Ale",568,draught,4.2,2.4,0.42
"Greene King Scrum Down","Greene King",Beer,IPA,568,draught,4.1,2.3,0.41
Grolsch,Grolsch,Beer,Lager,568,draught,5,2.8,0.5
Grolsch,Grolsch,Beer,Lager,450,bottle,5,2.3,0.5
"Grolsch Blond",Grolsch,Beer,Lager,568,draught,4,2.3,0.4
Guinness,Guinness,Beer,Stout,568,draught,4.1,2.3,0.41
Guinness,Guinness,Beer,Stout,440,can,4.1,1.8,0.41
"Guinness Dublin Porter",Guinness,Beer,Porter,500,bottle,3.8,1.9,0.38
"Guinness Foreign Extra Stout",Guinness,Beer,Stout,330,bottle,7.5,2.5,0.75
"Guinness Golden Ale",Guinness,Beer,"Blonde Ale",568,draught,4.1,2.3,0.41
"Guinness Golden Ale",Guinness,Beer,"Blonde Ale",500,bottle,4.5,2.3,0.45
"Guinness Original Extra Stout",Guinness,Beer,Stout,330,bottle,4.2,1.4,0.42
"Guinness Rye Pale Ale",Guinness,Beer,"Pale Ale",500,bottle,5,2.5,0.5
"Guinness West Indies Porter",Guinness,Beer,Porter,500,bottle,6,3,0.6
"Gun Brewery Project Babylon","Gun Brewery",Beer,"Pale Ale",330,can,4.6,1.5,0.46
"Hardywood Gingerbread Stout",Hardywood,Beer,Stout,500,bottle,9.2,4.6,0.92
"Hardywood Gingerbread Stout",Hardywood,Beer,Stout,750,bottle,9.2,6.9,0.92
"Hardywood Great Return West Coast IPA",Hardywood,Beer,IPA,473,can,7.5,3.5,0.75
"Hardywood Pilsner",Hardywood,Beer,Lager,355,bottle,5.2,1.8,0.52
"Hardywood Singel",Hardywood,Beer,"Blonde Ale",355,bottle,6.2,2.2,0.62
"Hardywood VIPA",Hardywood,Beer,IPA,355,bottle,5.2,1.8,0.52
"Harveistoun Old Engine Oil",Harviestoun,Beer,"Dark Ale",568,draught,6,3.4,0.6
"Harvest Moon","St Austell",Beer,"Pale Ale",568,draught,4.3,2.4,0.43
"Harviestoun & Twisted",Harviestoun,Beer,"Golden Ale",568,draught,4.2,2.4,0.42
"Harviestoun Bitter & Twisted",Harviestoun,Beer,"Golden Ale",330,bottle,4.2,1.4,0.42
"Harviestoun Broken Dial",Harviestoun,Beer,"Amber Ale",330,bottle,4.5,1.5,0.45
"Harviestoun Cast Iron Amber Ale",Harviestoun,Beer,"Amber Ale",330,bottle,4.5,1.5,0.45
"Harviestoun Forth Craft Lager",Harviestoun,Beer,Lager,330,bottle,4,1.3,0.4
"Harviestoun Nitro Engine Oil",Harviestoun,Beer,Stout,568,draught,4.5,2.6,0.45
"Harviestoun Ola Dubh 12 Year Old",Harviestoun,Beer,Ale,330,bottle,8,2.6,0.8
"Harviestoun Old Engine Oil",Harviestoun,Beer,"Dark Ale",330,bottle,6,2,0.6
"Harviestoun Pale",Harviestoun,Beer,"Golden Ale",330,bottle,3.5,1.2,0.35
"Harviestoun Schiehallion",Harviestoun,Beer,Lager,568,draught,4.8,2.7,0.48
"Harviestoun Schiehallion",Harviestoun,Beer,Lager,330,bottle,4.8,1.6,0.48
"Hawkshead Lager",Hawkshead,Beer,Lager,330,bottle,5,1.7,0.5
"Hawkshead Session IPA",Hawkshead,Beer,IPA,568,draught,4.7,2.7,0.47
"Hawkshead Windemere Pale",Hawkshead,Beer,"Pale Ale",330,bottle,3.5,1.2,0.35
"Hazey Daze","The London Beer Factory",Beer,IPA,568,draught,4.6,2.6,0.46
"Hazey Daze","The London Beer Factory",Beer,IPA,330,can,4.6,1.5,0.46
Heineken,Heineken,Beer,Lager,568,draught,5,2.8,0.5
Heineken,Heineken,Beer,Lager,330,bottle,5,1.7,0.5
Heineken,Heineken,Beer,Lager,330,can,5,1.7,0.5
"Heineken 0.0",Heineken,Beer,Lager,330,bottle,0,0,0
"Help The Heroes",Marston's,Beer,Ale,568,draught,4.2,2.4,0.42
"Henry Westons Country Perry",Westons,Cider,Perry,568,draught,4.5,2.6,0.45
"Henry Westons Medium Dry",Westons,Cider,NULL,500,bottle,6.5,3.3,0.65
"Henry Westons Mulled Cider",Westons,Cider,"Mulled Cider",568,draught,4,2.3,0.4
"Herrljunga Apple Cider",Herrljunga,Cider,NULL,500,bottle,4.5,2.3,0.45
"Herrljunga Blackcurrant & Lime",Herrljunga,Cider,"Fruit Cider",500,bottle,4,2,0.4
"Herrljunga Ginger & Lemon",Herrljunga,Cider,"Fruit Cider",500,bottle,4,2,0.4
"Herrljunga Pear Cider",Herrljunga,Cider,Perry,500,bottle,4.5,2.3,0.45
"Herrljunga Strawberry & Vanilla",Herrljunga,Cider,"Fruit Cider",500,bottle,4,2,0.4
Heverlee,Heverlee,Beer,Lager,568,draught,4.8,2.7,0.48
Heverlee,Heverlee,Beer,Lager,330,can,4.8,1.6,0.48
"Higson's Amber Ale",Higson's,Beer,"Amber Ale",568,draught,4.1,2.3,0.41
"Higson's Pale Ale",Higson's,Beer,"Pale Ale",568,draught,3.8,2.2,0.38
"Hitachino Nest Red Rice Ale",Hitachino,Beer,Ale,330,bottle,7,2.3,0.7
"Hitachino Nest White Ale",Hitachino,Beer,"Wheat Beer",330,bottle,5.5,1.8,0.55
Hobgoblin,Wychwood,Beer,Ale,500,bottle,5.2,2.6,0.52
"Hobgoblin Gold",Wychwood,Beer,Ale,568,draught,4.2,2.4,0.42
"Hobgoblin Gold",Wychwood,Beer,"Golden Ale",500,bottle,4.5,2.3,0.45
"Hobgoblin Ruby",Wychwood,Beer,Ale,568,draught,4.5,2.6,0.45
Hoegaarden,Hoegaarden,Beer,"Wheat Beer",568,draught,4.8,2.7,0.48
Hoegaarden,Hoegaarden,Beer,"Wheat Beer",330,bottle,5,1.7,0.5
"Hog Island Pale Ale","Shepherd Neame",Beer,"Pale Ale",568,draught,4.8,2.7,0.48
"Hogs Back Chocolate Lager","Hogs Back",Beer,Lager,330,bottle,4.5,1.5,0.45
"Holsten Pils",Holsten,Beer,Lager,275,bottle,5,1.4,0.5
Hooky,"Hook Norton Brewery",Beer,Bitter,568,draught,3.5,2,0.35
"Hooky Lion","Hook Norton Brewery",Beer,NULL,568,draught,4,2.3,0.4
"Hop House 13",Guinness,Beer,Lager,568,draught,5,2.8,0.5
"Hop House 13",Guinness,Beer,Lager,330,bottle,5,1.7,0.5
"Hop House 13",Guinness,Beer,Lager,330,can,5,1.7,0.5
"Indian Runner Golden Ale","Indian Runner",Beer,"Golden Ale",568,draught,4.5,2.6,0.45
"Indian Runner Golden Ale","Indian Runner",Beer,"Golden Ale",500,bottle,4.7,2.4,0.47
"Indian Runner India Pale Ale","Indian Runner",Beer,IPA,568,draught,4.9,2.8,0.49
"Indian Runner India Pale Ale","Indian Runner",Beer,IPA,500,bottle,4.9,2.5,0.49
"Inedit Damm",Damm,Beer,Lager,568,draught,4.8,2.7,0.48
"Inedit Damm",Damm,Beer,Lager,330,bottle,4.8,1.6,0.48
"Inedit Damm",Damm,Beer,Lager,750,bottle,4.8,3.6,0.48
"Innis & Gunn Blood Red Sky","Innis & Gunn",Beer,Lager,330,bottle,6.8,2.2,0.68
"Innis & Gunn Blood Red Sky","Innis & Gunn",Beer,"Red Ale",568,draught,5.2,3,0.52
"Innis & Gunn Gunnpowder IPA","Innis & Gunn",Beer,IPA,568,draught,5.6,3.2,0.56
"Innis & Gunn Gunnpowder IPA","Innis & Gunn",Beer,IPA,330,bottle,5.6,1.8,0.56
"Innis & Gunn Gunnpowder IPA","Innis & Gunn",Beer,IPA,330,can,5.6,1.8,0.56
"Innis & Gunn Lager","Innis & Gunn",Beer,Lager,568,draught,4.6,2.6,0.46
"Innis & Gunn Lager","Innis & Gunn",Beer,Lager,330,bottle,4.6,1.5,0.46
"Innis & Gunn Lager","Innis & Gunn",Beer,Lager,330,can,4.6,1.5,0.46
"Innis & Gunn Lager","Innis & Gunn",Beer,Lager,440,can,4.6,2,0.46
"Innis & Gunn Session IPA","Innis & Gunn",Beer,IPA,568,draught,4.2,2.4,0.42
"Innis & Gunn Session IPA","Innis & Gunn",Beer,IPA,330,can,4.6,1.5,0.46
"Innis & Gunn The Original","Innis & Gunn",Beer,Ale,568,draught,5.2,3,0.52
"Innis & Gunn The Original","Innis & Gunn",Beer,Ale,330,bottle,6.6,2.2,0.66
"Innis & Gunn The Original","Innis & Gunn",Beer,Ale,330,can,6.6,2.2,0.66
"Innis & None","Innis & Gunn",Beer,"Pale Ale",330,can,0,0,0
"Island Records Jamaican Porter","Island Records",Beer,Porter,330,can,6.2,2,0.62
"Island Records Rocksteady Pilsner","Island Records",Beer,Lager,568,draught,4,2.3,0.4
"Island Records Rocksteady Pilsner","Island Records",Beer,Lager,330,can,4,1.3,0.4
"Island Records Session IPA","Island Records",Beer,IPA,568,draught,4.5,2.6,0.45
"Island Records Session IPA","Island Records",Beer,IPA,330,can,4.5,1.5,0.45
"Jack Daniels Tennessee Cider","Jack Daniels",Cider,NULL,330,bottle,5.5,1.8,0.55
Jaipur,Thornbridge,Beer,IPA,568,draught,5.9,3.4,0.59
"Jennings Clean Slate",Jennings,Beer,NULL,568,draught,4,2.3,0.4
"Jennings Cumberland Ale",Jennings,Beer,"Golden Ale",500,bottle,4.7,2.4,0.47
"John Smith's Bitter","John Smith's",Beer,Bitter,568,draught,3.8,2.2,0.38
"John Smith's Extra Smooth Biiter","John Smith's",Beer,Bitter,440,can,3.6,1.6,0.36
"John Smith's Extra Smooth Bitter","John Smith's",Beer,Bitter,568,draught,3.6,2,0.36
"Joker IPA","Williams Bros. Brewing Co.",Beer,IPA,500,bottle,5,2.5,0.5
"Kaliber Alcohol Free Lager",Kaliber,Beer,Lager,330,bottle,0.1,0,0.01
"Kentish Pip Skylark Sparkling Cider","Kentish Pip",Cider,NULL,330,can,5.5,1.8,0.55
"Kentish Pip Wild Summer Elderflower Cider","Kentish Pip",Cider,NULL,330,can,4,1.3,0.4
Kingfisher,Kingfisher,Beer,Lager,568,draught,4.5,2.6,0.45
Kingfisher,Kingfisher,Beer,Lager,330,bottle,4.8,1.6,0.48
Kingfisher,Kingfisher,Beer,Lager,650,bottle,4.8,3.1,0.48
"Kinrise Bright Lager","Open Gate",Beer,Lager,568,draught,4,2.3,0.4
"Kirin Ichiban",Kirin,Beer,Lager,568,draught,4.6,2.6,0.46
"Kirin Ichiban",Kirin,Beer,Lager,330,bottle,4.6,1.5,0.46
"Kissmeyer Eagle Kiss",Kissmeyer,Beer,IPA,330,bottle,4.2,1.4,0.42
"Kissmeyer Easy Kiss",Kissmeyer,Beer,"Pale Ale",330,bottle,5.5,1.8,0.55
